date,store_id,product_id,category,quantity,unit_price,on_promo,revenue,email
2025-05-31,Store_2,P003,household,6,10.8,True,64.8,user370@email.com
2025-12-05,Store_3,P003,household,19,12.0,False,228.0,user371@email.com
2025-08-07,Store_2,P002,snacks,44,2.75,False,121.0,user372@email.com
2025-08-17,Store_3,P001,beverages,46,1.5,False,69.0,user373@email.com
2025-08-11,Store_1,P003,household,40,10.8,True,432.0,user374@email.com
2025-12-10,Store_1,P004,personal_care,23,5.85,True,134.55,user375@email.com
2025-03-15,Store_1,P004,personal_care,2,5.85,True,11.7,user376@email.com
2025-05-01,Store_3,P003,household,23,12.0,False,276.0,user377@email.com
2025-01-17,Store_2,P002,snacks,43,2.75,False,118.25,user378@email.com
2025-07-10,Store_3,P004,personal_care,48,5.85,True,280.8,user379@email.com
2025-03-12,Store_3,P003,household,25,12.0,False,300.0,user380@email.com
2025-05-23,Store_3,P002,snacks,7,2.48,True,17.32,user381@email.com
2025-04-06,Store_3,P004,personal_care,33,6.5,False,214.5,user382@email.com
2025-03-02,Store_3,P003,household,49,12.0,False,588.0,user383@email.com
2025-08-17,Store_3,P002,snacks,39,2.75,False,107.25,user384@email.com
2025-09-09,Store_1,P002,snacks,7,2.48,True,17.32,user385@email.com
2025-08-20,Store_1,P002,snacks,45,2.75,False,123.75,user386@email.com
2025-12-16,Store_3,P003,household,42,12.0,False,504.0,user387@email.com
2025-02-03,Store_3,P003,household,19,10.8,True,205.2,user388@email.com
2025-12-30,Store_3,P002,snacks,50,2.75,False,137.5,user389@email.com
2025-04-25,Store_1,P001,beverages,12,1.35,True,16.2,user390@email.com
2025-09-10,Store_2,P001,beverages,23,1.5,False,34.5,user391@email.com
2025-10-10,Store_1,P002,snacks,39,2.48,True,96.53,user392@email.com
2025-06-08,Store_3,P004,personal_care,45,6.5,False,292.5,user393@email.com
2025-07-30,Store_1,P004,personal_care,36,5.85,True,210.6,user394@email.com
2025-06-12,Store_3,P001,beverages,28,1.5,False,42.0,user395@email.com
2025-09-22,Store_1,P003,household,8,10.8,True,86.4,user396@email.com
2025-08-10,Store_2,P001,beverages,7,1.35,True,9.45,user397@email.com
2025-03-26,Store_2,P002,snacks,20,2.48,True,49.5,user398@email.com
2025-09-23,Store_1,P003,household,5,12.0,False,60.0,user399@email.com
2025-11-22,Store_3,P003,household,8,12.0,False,96.0,user400@email.com
2025-10-01,Store_3,P001,beverages,32,1.35,True,43.2,user401@email.com
2025-10-25,Store_3,P002,snacks,10,2.75,False,27.5,user402@email.com
2025-01-22,Store_3,P001,beverages,5,1.35,True,6.75,user403@email.com
2025-10-23,Store_3,P003,household,41,10.8,True,442.8,user404@email.com
2025-08-02,Store_3,P001,beverages,31,1.5,False,46.5,user405@email.com
2025-06-04,Store_2,P004,personal_care,15,6.5,False,97.5,user406@email.com
2025-08-21,Store_1,P001,beverages,44,1.35,True,59.4,user407@email.com
2025-08-14,Store_1,P004,personal_care,30,6.5,False,195.0,user408@email.com
2025-06-24,Store_3,P002,snacks,20,2.75,False,55.0,user409@email.com
2025-06-26,Store_3,P004,personal_care,8,6.5,False,52.0,user410@email.com
2025-10-15,Store_2,P001,beverages,20,1.35,True,27.0,user411@email.com
2025-03-04,Store_1,P003,household,28,10.8,True,302.4,user412@email.com
2025-02-19,Store_3,P001,beverages,18,1.5,False,27.0,user413@email.com
2025-08-03,Store_3,P002,snacks,10,2.75,False,27.5,user414@email.com
2025-06-10,Store_2,P002,snacks,48,2.48,True,118.8,user415@email.com
2025-09-21,Store_2,P004,personal_care,31,6.5,False,201.5,user416@email.com
2025-01-12,Store_1,P001,beverages,25,1.5,False,37.5,user417@email.com
2025-04-21,Store_2,P003,household,3,10.8,True,32.4,user418@email.com
2025-09-11,Store_1,P004,personal_care,18,5.85,True,105.3,user419@email.com
2025-08-09,Store_2,P002,snacks,16,2.75,False,44.0,user420@email.com
2025-07-07,Store_3,P001,beverages,25,1.35,True,33.75,user421@email.com
2025-10-15,Store_1,P002,snacks,23,2.75,False,63.25,user422@email.com
2025-07-17,Store_3,P004,personal_care,48,6.5,False,312.0,user423@email.com
2025-12-15,Store_2,P001,beverages,8,1.35,True,10.8,user424@email.com
2025-07-11,Store_1,P003,household,35,12.0,False,420.0,user425@email.com
2025-04-12,Store_1,P004,personal_care,32,5.85,True,187.2,user426@email.com
2025-01-20,Store_2,P002,snacks,45,2.75,False,123.75,user427@email.com
2025-09-23,Store_2,P004,personal_care,9,5.85,True,52.65,user428@email.com
2025-11-10,Store_3,P003,household,10,12.0,False,120.0,user429@email.com
2025-06-03,Store_3,P003,household,32,12.0,False,384.0,user430@email.com
2025-10-16,Store_2,P003,household,30,10.8,True,324.0,user431@email.com
2025-06-19,Store_3,P001,beverages,26,1.5,False,39.0,user432@email.com
2025-12-19,Store_2,P001,beverages,38,1.5,False,57.0,user433@email.com
2025-12-02,Store_3,P002,snacks,46,2.48,True,113.85,user434@email.com
2025-09-03,Store_1,P002,snacks,33,2.75,False,90.75,user435@email.com
2025-12-15,Store_1,P002,snacks,2,2.48,True,4.95,user436@email.com
2025-01-10,Store_1,P004,personal_care,20,6.5,False,130.0,user437@email.com
2025-07-31,Store_3,P002,snacks,26,2.75,False,71.5,user438@email.com
2025-02-01,Store_3,P002,snacks,33,2.48,True,81.67,user439@email.com
2025-06-16,Store_2,P004,personal_care,33,6.5,False,214.5,user440@email.com
2025-03-30,Store_3,P004,personal_care,34,6.5,False,221.0,user441@email.com
2025-07-01,Store_1,P003,household,39,12.0,False,468.0,user442@email.com
2025-05-07,Store_1,P003,household,35,12.0,False,420.0,user443@email.com
2025-06-02,Store_3,P003,household,45,10.8,True,486.0,user444@email.com
2025-12-27,Store_2,P004,personal_care,20,6.5,False,130.0,user445@email.com
2025-10-14,Store_3,P003,household,18,10.8,True,194.4,user446@email.com
2025-12-13,Store_1,P004,personal_care,25,6.5,False,162.5,user447@email.com
2025-05-29,Store_2,P001,beverages,18,1.35,True,24.3,user448@email.com
2025-08-15,Store_1,P003,household,47,12.0,False,564.0,user449@email.com
2025-04-14,Store_1,P003,household,35,12.0,False,420.0,user450@email.com
2025-02-25,Store_3,P002,snacks,15,2.48,True,37.12,user451@email.com
2025-09-29,Store_1,P002,snacks,40,2.48,True,99.0,user452@email.com
2025-02-21,Store_1,P004,personal_care,21,6.5,False,136.5,user453@email.com
2025-12-15,Store_2,P002,snacks,0,2.48,True,0.0,user454@email.com
2025-12-01,Store_2,P004,personal_care,30,5.85,True,175.5,user455@email.com
2025-06-14,Store_1,P003,household,41,10.8,True,442.8,user456@email.com
2025-11-30,Store_1,P002,snacks,34,2.48,True,84.15,user457@email.com
2025-08-02,Store_2,P002,snacks,2,2.75,False,5.5,user458@email.com
2025-04-06,Store_2,P003,household,2,10.8,True,21.6,user459@email.com
2025-10-18,Store_2,P001,beverages,21,1.5,False,31.5,user460@email.com
2025-11-25,Store_2,P004,personal_care,8,6.5,False,52.0,user461@email.com
2025-04-09,Store_3,P001,beverages,21,1.35,True,28.35,user462@email.com
2025-08-23,Store_1,P003,household,45,10.8,True,486.0,user463@email.com
2025-06-22,Store_1,P003,household,36,10.8,True,388.8,user464@email.com
2025-11-09,Store_1,P004,personal_care,27,6.5,False,175.5,user465@email.com
2025-07-25,Store_2,P001,beverages,11,1.35,True,14.85,user466@email.com
2025-06-15,Store_2,P002,snacks,0,2.75,False,0.0,user467@email.com
2025-05-01,Store_2,P004,personal_care,48,6.5,False,312.0,user468@email.com
2025-06-04,Store_3,P001,beverages,16,1.5,False,24.0,user469@email.com
2025-05-01,Store_2,P001,beverages,42,1.35,True,56.7,user470@email.com
2025-06-07,Store_3,P002,snacks,25,2.75,False,68.75,user471@email.com
2025-03-02,Store_1,P003,household,23,10.8,True,248.4,user472@email.com
2025-03-10,Store_3,P004,personal_care,9,6.5,False,58.5,user473@email.com
2025-11-07,Store_3,P003,household,26,12.0,False,312.0,user474@email.com
2025-12-07,Store_3,P002,snacks,48,2.48,True,118.8,user475@email.com
2025-11-02,Store_3,P001,beverages,33,1.5,False,49.5,user476@email.com
2025-12-27,Store_1,P003,household,4,10.8,True,43.2,user477@email.com
2025-10-08,Store_1,P002,snacks,36,2.48,True,89.1,user478@email.com
2025-06-17,Store_3,P004,personal_care,7,5.85,True,40.95,user479@email.com
2025-10-26,Store_1,P004,personal_care,5,6.5,False,32.5,user480@email.com
2025-08-21,Store_2,P002,snacks,32,2.75,False,88.0,user481@email.com
2025-10-16,Store_3,P001,beverages,35,1.5,False,52.5,user482@email.com
2025-06-07,Store_1,P001,beverages,25,1.5,False,37.5,user483@email.com
2025-04-22,Store_2,P001,beverages,2,1.5,False,3.0,user484@email.com
2025-12-25,Store_1,P001,beverages,34,1.35,True,45.9,user485@email.com
2025-08-30,Store_1,P001,beverages,18,1.5,False,27.0,user486@email.com
2025-03-11,Store_2,P004,personal_care,23,6.5,False,149.5,user487@email.com
2025-07-13,Store_3,P004,personal_care,5,5.85,True,29.25,user488@email.com
2025-06-28,Store_3,P001,beverages,11,1.5,False,16.5,user489@email.com
2025-03-07,Store_2,P002,snacks,0,2.48,True,0.0,user490@email.com
2025-08-26,Store_1,P004,personal_care,34,6.5,False,221.0,user491@email.com
2025-05-07,Store_2,P004,personal_care,22,5.85,True,128.7,user492@email.com
2025-04-07,Store_3,P001,beverages,2,1.5,False,3.0,user493@email.com
2025-01-09,Store_1,P002,snacks,13,2.48,True,32.18,user494@email.com
2025-11-01,Store_1,P001,beverages,28,1.35,True,37.8,user495@email.com
2025-01-23,Store_3,P004,personal_care,28,5.85,True,163.8,user496@email.com
2025-04-22,Store_1,P001,beverages,8,1.5,False,12.0,user497@email.com
2025-10-22,Store_1,P003,household,36,12.0,False,432.0,user498@email.com
2025-06-04,Store_2,P002,snacks,42,2.48,True,103.95,user499@email.com
2025-06-03,Store_3,P003,household,3,10.8,True,32.4,user500@email.com
2025-12-14,Store_1,P004,personal_care,35,6.5,False,227.5,user501@email.com
2025-06-26,Store_3,P004,personal_care,50,6.5,False,325.0,user502@email.com
2025-08-02,Store_2,P004,personal_care,9,6.5,False,58.5,user503@email.com
2025-04-05,Store_2,P004,personal_care,15,5.85,True,87.75,user504@email.com
2025-12-29,Store_3,P002,snacks,29,2.48,True,71.78,user505@email.com
2025-07-31,Store_2,P004,personal_care,35,5.85,True,204.75,user506@email.com
2025-05-05,Store_3,P003,household,13,12.0,False,156.0,user507@email.com
2025-02-10,Store_3,P004,personal_care,23,5.85,True,134.55,user508@email.com
2025-04-08,Store_3,P001,beverages,17,1.5,False,25.5,user509@email.com
2025-11-06,Store_3,P001,beverages,4,1.35,True,5.4,user510@email.com
2025-12-10,Store_2,P002,snacks,30,2.48,True,74.25,user511@email.com
2025-06-05,Store_3,P001,beverages,13,1.35,True,17.55,user512@email.com
2025-03-02,Store_2,P004,personal_care,15,5.85,True,87.75,user513@email.com
2025-05-03,Store_2,P003,household,49,12.0,False,588.0,user514@email.com
2025-08-27,Store_2,P003,household,19,12.0,False,228.0,user515@email.com
2025-09-20,Store_3,P004,personal_care,29,5.85,True,169.65,user516@email.com
2025-08-29,Store_2,P003,household,13,12.0,False,156.0,user517@email.com
2025-07-31,Store_3,P001,beverages,36,1.35,True,48.6,user518@email.com
2025-03-16,Store_2,P001,beverages,16,1.5,False,24.0,user519@email.com
2025-03-20,Store_2,P002,snacks,21,2.48,True,51.98,user520@email.com
2025-10-19,Store_2,P002,snacks,31,2.75,False,85.25,user521@email.com
2025-09-08,Store_3,P004,personal_care,29,5.85,True,169.65,user522@email.com
2025-06-30,Store_1,P002,snacks,8,2.75,False,22.0,user523@email.com
2025-10-05,Store_1,P001,beverages,33,1.35,True,44.55,user524@email.com
2025-12-09,Store_2,P001,beverages,48,1.35,True,64.8,user525@email.com
2025-03-12,Store_1,P002,snacks,4,2.48,True,9.9,user526@email.com
2025-04-22,Store_3,P004,personal_care,23,5.85,True,134.55,user527@email.com
2025-11-23,Store_1,P004,personal_care,42,6.5,False,273.0,user528@email.com
2025-01-04,Store_3,P004,personal_care,0,5.85,True,0.0,user529@email.com
2025-05-21,Store_1,P003,household,1,12.0,False,12.0,user530@email.com
2025-02-24,Store_1,P001,beverages,33,1.35,True,44.55,user531@email.com
2025-04-09,Store_2,P003,household,22,12.0,False,264.0,user532@email.com
2025-02-10,Store_3,P003,household,25,12.0,False,300.0,user533@email.com
2025-05-05,Store_3,P002,snacks,19,2.48,True,47.02,user534@email.com
2025-11-29,Store_2,P001,beverages,5,1.5,False,7.5,user535@email.com
2025-07-13,Store_3,P004,personal_care,3,5.85,True,17.55,user536@email.com
2025-03-29,Store_3,P001,beverages,31,1.5,False,46.5,user537@email.com
2025-06-19,Store_1,P001,beverages,33,1.35,True,44.55,user538@email.com
2025-04-19,Store_1,P004,personal_care,17,5.85,True,99.45,user539@email.com
2025-12-17,Store_1,P003,household,34,10.8,True,367.2,user540@email.com
2025-06-11,Store_3,P001,beverages,13,1.35,True,17.55,user541@email.com
2025-07-23,Store_3,P001,beverages,19,1.35,True,25.65,user542@email.com
2025-05-04,Store_2,P004,personal_care,43,6.5,False,279.5,user543@email.com
2025-03-13,Store_1,P001,beverages,32,1.5,False,48.0,user544@email.com
2025-02-20,Store_2,P004,personal_care,14,5.85,True,81.9,user545@email.com
2025-11-06,Store_1,P004,personal_care,49,6.5,False,318.5,user546@email.com
2025-11-21,Store_2,P003,household,50,12.0,False,600.0,user547@email.com
2025-04-27,Store_2,P003,household,35,12.0,False,420.0,user548@email.com
2025-04-06,Store_1,P004,personal_care,5,6.5,False,32.5,user549@email.com
2025-02-07,Store_2,P001,beverages,17,1.35,True,22.95,user550@email.com
2025-12-31,Store_2,P002,snacks,47,2.75,False,129.25,user551@email.com
2025-07-04,Store_2,P001,beverages,5,1.35,True,6.75,user552@email.com
2025-08-16,Store_1,P003,household,48,12.0,False,576.0,user553@email.com
2025-03-09,Store_2,P001,beverages,11,1.5,False,16.5,user554@email.com
2025-10-13,Store_1,P004,personal_care,6,5.85,True,35.1,user555@email.com
2025-07-01,Store_2,P001,beverages,38,1.5,False,57.0,user556@email.com
2025-01-07,Store_1,P003,household,26,12.0,False,312.0,user557@email.com
2025-10-14,Store_3,P002,snacks,36,2.48,True,89.1,user558@email.com
2025-07-14,Store_2,P002,snacks,8,2.75,False,22.0,user559@email.com
2025-05-18,Store_1,P004,personal_care,9,5.85,True,52.65,user560@email.com
2025-08-11,Store_2,P003,household,26,12.0,False,312.0,user561@email.com
2025-02-09,Store_3,P003,household,16,10.8,True,172.8,user562@email.com
2025-11-17,Store_2,P004,personal_care,38,5.85,True,222.3,user563@email.com
2025-02-24,Store_2,P002,snacks,19,2.48,True,47.02,user564@email.com
2025-06-20,Store_2,P004,personal_care,21,6.5,False,136.5,user565@email.com
2025-08-09,Store_3,P002,snacks,19,2.75,False,52.25,user566@email.com
2025-12-22,Store_1,P002,snacks,30,2.75,False,82.5,user567@email.com
2025-07-23,Store_3,P003,household,18,12.0,False,216.0,user568@email.com
2025-05-05,Store_2,P003,household,24,12.0,False,288.0,user569@email.com
2025-07-06,Store_3,P001,beverages,36,1.35,True,48.6,user570@email.com
2025-10-07,Store_3,P002,snacks,43,2.48,True,106.42,user571@email.com
2025-08-25,Store_3,P002,snacks,28,2.75,False,77.0,user572@email.com
2025-02-05,Store_1,P004,personal_care,43,6.5,False,279.5,user573@email.com
2025-11-21,Store_3,P003,household,15,12.0,False,180.0,user574@email.com
2025-03-20,Store_1,P004,personal_care,50,6.5,False,325.0,user575@email.com
2025-08-18,Store_3,P004,personal_care,37,6.5,False,240.5,user576@email.com
2025-09-17,Store_2,P004,personal_care,34,5.85,True,198.9,user577@email.com
2025-12-26,Store_3,P001,beverages,6,1.35,True,8.1,user578@email.com
2025-12-07,Store_3,P003,household,10,10.8,True,108.0,user579@email.com
2025-11-27,Store_2,P004,personal_care,48,6.5,False,312.0,user580@email.com
2025-02-24,Store_1,P001,beverages,6,1.5,False,9.0,user581@email.com
2025-09-19,Store_2,P002,snacks,28,2.75,False,77.0,user582@email.com
2025-08-26,Store_2,P002,snacks,22,2.48,True,54.45,user583@email.com
2025-02-23,Store_1,P003,household,26,10.8,True,280.8,user584@email.com
2025-03-14,Store_2,P003,household,19,12.0,False,228.0,user585@email.com
2025-04-16,Store_1,P004,personal_care,22,6.5,False,143.0,user586@email.com
2025-08-13,Store_2,P004,personal_care,20,5.85,True,117.0,user587@email.com
2025-01-23,Store_3,P001,beverages,1,1.5,False,1.5,user588@email.com
2025-02-25,Store_3,P002,snacks,47,2.48,True,116.33,user589@email.com
2025-03-31,Store_2,P002,snacks,21,2.75,False,57.75,user590@email.com
2025-04-29,Store_1,P004,personal_care,40,5.85,True,234.0,user591@email.com
2025-11-24,Store_3,P004,personal_care,25,5.85,True,146.25,user592@email.com
2025-11-11,Store_2,P002,snacks,28,2.75,False,77.0,user593@email.com
2025-01-03,Store_3,P002,snacks,13,2.75,False,35.75,user594@email.com
2025-02-02,Store_2,P001,beverages,34,1.35,True,45.9,user595@email.com
2025-06-16,Store_2,P002,snacks,29,2.48,True,71.78,user596@email.com
2025-12-10,Store_3,P004,personal_care,33,6.5,False,214.5,user597@email.com
2025-07-18,Store_2,P004,personal_care,37,5.85,True,216.45,user598@email.com
2025-06-30,Store_3,P004,personal_care,39,5.85,True,228.15,user599@email.com
2025-12-28,Store_3,P003,household,39,10.8,True,421.2,user600@email.com
2025-03-10,Store_2,P003,household,7,10.8,True,75.6,user601@email.com
2025-03-01,Store_3,P002,snacks,23,2.48,True,56.93,user602@email.com
2025-07-18,Store_3,P004,personal_care,38,5.85,True,222.3,user603@email.com
2025-07-16,Store_3,P004,personal_care,11,6.5,False,71.5,user604@email.com
2025-10-03,Store_2,P002,snacks,35,2.48,True,86.62,user605@email.com
2025-05-28,Store_2,P002,snacks,11,2.75,False,30.25,user606@email.com
2025-11-14,Store_2,P001,beverages,22,1.35,True,29.7,user607@email.com
2025-03-11,Store_2,P002,snacks,24,2.75,False,66.0,user608@email.com
2025-12-17,Store_2,P004,personal_care,26,6.5,False,169.0,user609@email.com
2025-03-27,Store_1,P001,beverages,36,1.35,True,48.6,user610@email.com
2025-05-30,Store_3,P001,beverages,17,1.35,True,22.95,user611@email.com
2025-05-28,Store_3,P002,snacks,49,2.75,False,134.75,user612@email.com
2025-09-11,Store_2,P001,beverages,36,1.35,True,48.6,user613@email.com
2025-10-06,Store_3,P003,household,34,10.8,True,367.2,user614@email.com
2025-08-14,Store_3,P002,snacks,27,2.48,True,66.83,user615@email.com
2025-12-01,Store_2,P002,snacks,19,2.48,True,47.02,user616@email.com
2025-05-15,Store_1,P003,household,5,12.0,False,60.0,user617@email.com
2025-05-02,Store_3,P002,snacks,47,2.75,False,129.25,user618@email.com
2025-11-09,Store_1,P004,personal_care,10,5.85,True,58.5,user619@email.com
2025-04-16,Store_3,P001,beverages,36,1.5,False,54.0,user620@email.com
2025-05-24,Store_2,P002,snacks,20,2.75,False,55.0,user621@email.com
2025-10-21,Store_1,P003,household,32,10.8,True,345.6,user622@email.com
2025-07-30,Store_3,P001,beverages,17,1.35,True,22.95,user623@email.com
2025-03-09,Store_1,P002,snacks,9,2.75,False,24.75,user624@email.com
2025-12-13,Store_3,P004,personal_care,31,5.85,True,181.35,user625@email.com
2025-11-20,Store_2,P003,household,40,12.0,False,480.0,user626@email.com
2025-08-20,Store_2,P001,beverages,40,1.35,True,54.0,user627@email.com
2025-09-21,Store_2,P003,household,44,12.0,False,528.0,user628@email.com
2025-09-07,Store_3,P003,household,37,10.8,True,399.6,user629@email.com
2025-02-17,Store_1,P004,personal_care,40,6.5,False,260.0,user630@email.com
2025-10-01,Store_1,P004,personal_care,13,6.5,False,84.5,user631@email.com
2025-09-11,Store_2,P003,household,20,12.0,False,240.0,user632@email.com
2025-10-08,Store_2,P002,snacks,36,2.75,False,99.0,user633@email.com
2025-12-16,Store_3,P001,beverages,2,1.35,True,2.7,user634@email.com
2025-08-24,Store_2,P001,beverages,7,1.35,True,9.45,user635@email.com
2025-08-22,Store_3,P001,beverages,27,1.35,True,36.45,user636@email.com
2025-03-09,Store_1,P003,household,10,12.0,False,120.0,user637@email.com
2025-12-02,Store_2,P003,household,16,10.8,True,172.8,user638@email.com
2025-12-07,Store_3,P002,snacks,3,2.75,False,8.25,user639@email.com
2025-06-06,Store_3,P002,snacks,27,2.48,True,66.83,user640@email.com
2025-02-18,Store_1,P001,beverages,13,1.5,False,19.5,user641@email.com
2025-03-09,Store_1,P002,snacks,33,2.75,False,90.75,user642@email.com
2025-01-05,Store_3,P003,household,7,12.0,False,84.0,user643@email.com
2025-03-09,Store_2,P004,personal_care,4,5.85,True,23.4,user644@email.com
2025-02-15,Store_2,P001,beverages,6,1.5,False,9.0,user645@email.com
2025-06-03,Store_3,P002,snacks,24,2.48,True,59.4,user646@email.com
2025-12-13,Store_3,P002,snacks,4,2.48,True,9.9,user647@email.com
2025-11-29,Store_3,P002,snacks,28,2.75,False,77.0,user648@email.com
2025-04-20,Store_1,P002,snacks,26,2.75,False,71.5,user649@email.com
2025-02-14,Store_3,P001,beverages,8,1.35,True,10.8,user650@email.com
2025-07-16,Store_1,P003,household,27,12.0,False,324.0,user651@email.com
2025-05-07,Store_1,P003,household,41,10.8,True,442.8,user652@email.com
2025-10-11,Store_3,P003,household,49,10.8,True,529.2,user653@email.com
2025-06-04,Store_3,P002,snacks,33,2.48,True,81.67,user654@email.com
2025-07-20,Store_1,P003,household,41,10.8,True,442.8,user655@email.com
2025-09-11,Store_2,P004,personal_care,7,5.85,True,40.95,user656@email.com
2025-11-23,Store_2,P001,beverages,33,1.35,True,44.55,user657@email.com
2025-06-12,Store_2,P002,snacks,24,2.75,False,66.0,user658@email.com
2025-10-07,Store_1,P002,snacks,48,2.75,False,132.0,user659@email.com
2025-01-09,Store_1,P001,beverages,0,1.5,False,0.0,user660@email.com
2025-01-21,Store_3,P001,beverages,50,1.5,False,75.0,user661@email.com
2025-05-27,Store_1,P004,personal_care,27,6.5,False,175.5,user662@email.com
2025-11-24,Store_2,P002,snacks,17,2.48,True,42.08,user663@email.com
2025-02-10,Store_2,P002,snacks,9,2.75,False,24.75,user664@email.com
2025-10-28,Store_3,P001,beverages,19,1.5,False,28.5,user665@email.com
2025-05-03,Store_2,P001,beverages,15,1.35,True,20.25,user666@email.com
2025-03-01,Store_2,P004,personal_care,39,5.85,True,228.15,user667@email.com
2025-12-08,Store_3,P002,snacks,7,2.48,True,17.32,user668@email.com
2025-03-12,Store_2,P001,beverages,10,1.5,False,15.0,user669@email.com
2025-09-25,Store_1,P003,household,10,12.0,False,120.0,user670@email.com
2025-05-18,Store_2,P001,beverages,49,1.35,True,66.15,user671@email.com
2025-08-08,Store_2,P003,household,33,10.8,True,356.4,user672@email.com
2025-12-31,Store_3,P001,beverages,31,1.5,False,46.5,user673@email.com
2025-07-04,Store_2,P001,beverages,31,1.35,True,41.85,user674@email.com
2025-03-22,Store_3,P003,household,49,10.8,True,529.2,user675@email.com
2025-12-12,Store_1,P001,beverages,14,1.35,True,18.9,user676@email.com
2025-01-07,Store_2,P002,snacks,2,2.75,False,5.5,user677@email.com
2025-07-16,Store_3,P002,snacks,11,2.48,True,27.23,user678@email.com
2025-12-02,Store_1,P004,personal_care,14,6.5,False,91.0,user679@email.com
2025-08-02,Store_3,P003,household,17,10.8,True,183.6,user680@email.com
2025-07-10,Store_1,P001,beverages,32,1.35,True,43.2,user681@email.com
2025-04-25,Store_2,P001,beverages,25,1.35,True,33.75,user682@email.com
2025-05-25,Store_3,P003,household,20,10.8,True,216.0,user683@email.com
2025-08-22,Store_2,P001,beverages,23,1.35,True,31.05,user684@email.com
2025-10-16,Store_2,P003,household,47,10.8,True,507.6,user685@email.com
2025-07-08,Store_3,P004,personal_care,49,5.85,True,286.65,user686@email.com
2025-10-07,Store_2,P002,snacks,9,2.48,True,22.28,user687@email.com
2025-01-13,Store_3,P002,snacks,34,2.75,False,93.5,user688@email.com
2025-12-22,Store_3,P001,beverages,21,1.35,True,28.35,user689@email.com
2025-07-12,Store_3,P003,household,6,10.8,True,64.8,user690@email.com
2025-05-02,Store_1,P004,personal_care,31,5.85,True,181.35,user691@email.com
2025-12-31,Store_1,P003,household,5,10.8,True,54.0,user692@email.com
2025-09-24,Store_2,P004,personal_care,44,6.5,False,286.0,user693@email.com
2025-02-13,Store_3,P001,beverages,32,1.35,True,43.2,user694@email.com
2025-07-21,Store_2,P001,beverages,37,1.35,True,49.95,user695@email.com
2025-12-06,Store_2,P002,snacks,15,2.75,False,41.25,user696@email.com
2025-06-11,Store_2,P004,personal_care,44,6.5,False,286.0,user697@email.com
2025-08-20,Store_1,P003,household,14,10.8,True,151.2,user698@email.com
2025-03-11,Store_1,P001,beverages,9,1.35,True,12.15,user699@email.com
2025-08-19,Store_1,P004,personal_care,20,6.5,False,130.0,user700@email.com
2025-10-02,Store_2,P003,household,49,10.8,True,529.2,user701@email.com
2025-06-07,Store_1,P004,personal_care,16,5.85,True,93.6,user702@email.com
2025-03-22,Store_1,P003,household,45,10.8,True,486.0,user703@email.com
2025-06-17,Store_2,P002,snacks,5,2.48,True,12.38,user704@email.com
2025-07-22,Store_2,P001,beverages,43,1.5,False,64.5,user705@email.com
2025-03-31,Store_3,P001,beverages,25,1.5,False,37.5,user706@email.com
2025-10-09,Store_1,P002,snacks,6,2.75,False,16.5,user707@email.com
2025-03-13,Store_1,P001,beverages,0,1.35,True,0.0,user708@email.com
2025-03-08,Store_3,P002,snacks,25,2.75,False,68.75,user709@email.com
2025-11-19,Store_1,P001,beverages,37,1.5,False,55.5,user710@email.com
2025-01-12,Store_1,P001,beverages,12,1.5,False,18.0,user711@email.com
2025-02-17,Store_2,P003,household,7,10.8,True,75.6,user712@email.com
2025-01-26,Store_3,P002,snacks,36,2.75,False,99.0,user713@email.com
2025-07-22,Store_3,P004,personal_care,1,6.5,False,6.5,user714@email.com
2025-08-07,Store_1,P002,snacks,22,2.48,True,54.45,user715@email.com
2025-05-21,Store_1,P003,household,28,10.8,True,302.4,user716@email.com
2025-11-11,Store_2,P002,snacks,41,2.75,False,112.75,user717@email.com
2025-07-30,Store_2,P004,personal_care,3,5.85,True,17.55,user718@email.com
2025-07-16,Store_3,P002,snacks,26,2.48,True,64.35,user719@email.com
2025-09-27,Store_2,P002,snacks,40,2.48,True,99.0,user720@email.com
2025-07-03,Store_2,P004,personal_care,34,6.5,False,221.0,user721@email.com
2025-10-17,Store_1,P003,household,24,12.0,False,288.0,user722@email.com
2025-01-14,Store_1,P003,household,38,10.8,True,410.4,user723@email.com
2025-05-24,Store_3,P001,beverages,30,1.5,False,45.0,user724@email.com
2025-04-30,Store_3,P002,snacks,6,2.48,True,14.85,user725@email.com
2025-05-04,Store_1,P003,household,34,10.8,True,367.2,user726@email.com
2025-10-22,Store_1,P004,personal_care,22,5.85,True,128.7,user727@email.com
2025-05-02,Store_3,P003,household,47,12.0,False,564.0,user728@email.com
2025-01-15,Store_3,P003,household,36,10.8,True,388.8,user729@email.com
2025-04-07,Store_1,P004,personal_care,34,6.5,False,221.0,user730@email.com
2025-09-09,Store_1,P001,beverages,5,1.35,True,6.75,user731@email.com
2025-11-05,Store_1,P002,snacks,1,2.75,False,2.75,user732@email.com
2025-06-19,Store_3,P002,snacks,8,2.75,False,22.0,user733@email.com
2025-04-01,Store_1,P003,household,3,10.8,True,32.4,user734@email.com
2025-10-28,Store_3,P002,snacks,49,2.48,True,121.28,user735@email.com
2025-07-06,Store_3,P001,beverages,23,1.5,False,34.5,user736@email.com
2025-02-21,Store_1,P003,household,19,12.0,False,228.0,user737@email.com
2025-03-22,Store_3,P004,personal_care,50,6.5,False,325.0,user738@email.com
